open_time,close_time,open_price,close_price
2021-02-20 23:00:00.000,2021-02-20 23:04:59.999,0.00475270,0.00467670
2021-02-20 23:05:00.000,2021-02-20 23:09:59.999,0.00467710,0.00465470
2021-02-20 23:10:00.000,2021-02-20 23:14:59.999,0.00465460,0.00461520
2021-02-20 23:15:00.000,2021-02-20 23:19:59.999,0.00461180,0.00455840
2021-02-20 23:20:00.000,2021-02-20 23:24:59.999,0.00455840,0.00452950
2021-02-20 23:25:00.000,2021-02-20 23:29:59.999,0.00452860,0.00455090
2021-02-20 23:30:00.000,2021-02-20 23:34:59.999,0.00454830,0.00457700
2021-02-20 23:35:00.000,2021-02-20 23:39:59.999,0.00457950,0.00456650
2021-02-20 23:40:00.000,2021-02-20 23:44:59.999,0.00456100,0.00457190
2021-02-20 23:45:00.000,2021-02-20 23:49:59.999,0.00457200,0.00450460
2021-02-20 23:50:00.000,2021-02-20 23:54:59.999,0.00450330,0.00448480
2021-02-20 23:55:00.000,2021-02-20 23:59:59.999,0.00448450,0.00447660
2021-02-21 00:00:00.000,2021-02-21 00:04:59.999,0.00447110,0.00441500
2021-02-21 00:05:00.000,2021-02-21 00:09:59.999,0.00441350,0.00448220
2021-02-21 00:10:00.000,2021-02-21 00:14:59.999,0.00447910,0.00450000
2021-02-21 00:15:00.000,2021-02-21 00:19:59.999,0.00449860,0.00443380
2021-02-21 00:20:00.000,2021-02-21 00:24:59.999,0.00442780,0.00445600
2021-02-21 00:25:00.000,2021-02-21 00:29:59.999,0.00445730,0.00443830
2021-02-21 00:30:00.000,2021-02-21 00:34:59.999,0.00444190,0.00424970
2021-02-21 00:35:00.000,2021-02-21 00:39:59.999,0.00424580,0.00423810
2021-02-21 00:40:00.000,2021-02-21 00:44:59.999,0.00424100,0.00425830
2021-02-21 00:45:00.000,2021-02-21 00:49:59.999,0.00424910,0.00435250
2021-02-21 00:50:00.000,2021-02-21 00:54:59.999,0.00434710,0.00447350
2021-02-21 00:55:00.000,2021-02-21 00:59:59.999,0.00447360,0.00439010
2021-02-21 01:00:00.000,2021-02-21 01:04:59.999,0.00438980,0.00451840
2021-02-21 01:05:00.000,2021-02-21 01:09:59.999,0.00451760,0.00458440
2021-02-21 01:10:00.000,2021-02-21 01:14:59.999,0.00457760,0.00462620
2021-02-21 01:15:00.000,2021-02-21 01:19:59.999,0.00462490,0.00460400
2021-02-21 01:20:00.000,2021-02-21 01:24:59.999,0.00460420,0.00464550
2021-02-21 01:25:00.000,2021-02-21 01:29:59.999,0.00464430,0.00460470
2021-02-21 01:30:00.000,2021-02-21 01:34:59.999,0.00460270,0.00446870
2021-02-21 01:35:00.000,2021-02-21 01:39:59.999,0.00446800,0.00448630
2021-02-21 01:40:00.000,2021-02-21 01:44:59.999,0.00447680,0.00451840
2021-02-21 01:45:00.000,2021-02-21 01:49:59.999,0.00451920,0.00457160
2021-02-21 01:50:00.000,2021-02-21 01:54:59.999,0.00457050,0.00459470
2021-02-21 01:55:00.000,2021-02-21 01:59:59.999,0.00460080,0.00453820
2021-02-21 02:00:00.000,2021-02-21 02:04:59.999,0.00453780,0.00452800
2021-02-21 02:05:00.000,2021-02-21 02:09:59.999,0.00453060,0.00456160
2021-02-21 02:10:00.000,2021-02-21 02:14:59.999,0.00456310,0.00456750
2021-02-21 02:15:00.000,2021-02-21 02:19:59.999,0.00457020,0.00463980
2021-02-21 02:20:00.000,2021-02-21 02:24:59.999,0.00463940,0.00470370
2021-02-21 02:25:00.000,2021-02-21 02:29:59.999,0.00470430,0.00469230
2021-02-21 02:30:00.000,2021-02-21 02:34:59.999,0.00469010,0.00476330
2021-02-21 02:35:00.000,2021-02-21 02:39:59.999,0.00476370,0.00481810
2021-02-21 02:40:00.000,2021-02-21 02:44:59.999,0.00481810,0.00492470
2021-02-21 02:45:00.000,2021-02-21 02:49:59.999,0.00492470,0.00491270
2021-02-21 02:50:00.000,2021-02-21 02:54:59.999,0.00491260,0.00489870
2021-02-21 02:55:00.000,2021-02-21 02:59:59.999,0.00489970,0.00492580
2021-02-21 03:00:00.000,2021-02-21 03:04:59.999,0.00492810,0.00486030
2021-02-21 03:05:00.000,2021-02-21 03:09:59.999,0.00486190,0.00497720
2021-02-21 03:10:00.000,2021-02-21 03:14:59.999,0.00497650,0.00503140
2021-02-21 03:15:00.000,2021-02-21 03:19:59.999,0.00503220,0.00497470
2021-02-21 03:20:00.000,2021-02-21 03:24:59.999,0.00497640,0.00494560
2021-02-21 03:25:00.000,2021-02-21 03:29:59.999,0.00494600,0.00491550
2021-02-21 03:30:00.000,2021-02-21 03:34:59.999,0.00491670,0.00488300
2021-02-21 03:35:00.000,2021-02-21 03:39:59.999,0.00488140,0.00484900
2021-02-21 03:40:00.000,2021-02-21 03:44:59.999,0.00484830,0.00490140
2021-02-21 03:45:00.000,2021-02-21 03:49:59.999,0.00490380,0.00488780
2021-02-21 03:50:00.000,2021-02-21 03:54:59.999,0.00488590,0.00486760
2021-02-21 03:55:00.000,2021-02-21 03:59:59.999,0.00486770,0.00485900
2021-02-21 04:00:00.000,2021-02-21 04:04:59.999,0.00485960,0.00487990
2021-02-21 04:05:00.000,2021-02-21 04:09:59.999,0.00487890,0.00489960
2021-02-21 04:10:00.000,2021-02-21 04:14:59.999,0.00489970,0.00494750
2021-02-21 04:15:00.000,2021-02-21 04:19:59.999,0.00494750,0.00495010
2021-02-21 04:20:00.000,2021-02-21 04:24:59.999,0.00495000,0.00494590
2021-02-21 04:25:00.000,2021-02-21 04:29:59.999,0.00494510,0.00487150
2021-02-21 04:30:00.000,2021-02-21 04:34:59.999,0.00487600,0.00488060
2021-02-21 04:35:00.000,2021-02-21 04:39:59.999,0.00488000,0.00485310
2021-02-21 04:40:00.000,2021-02-21 04:44:59.999,0.00485310,0.00485440
2021-02-21 04:45:00.000,2021-02-21 04:49:59.999,0.00485660,0.00488700
2021-02-21 04:50:00.000,2021-02-21 04:54:59.999,0.00488870,0.00488240
2021-02-21 04:55:00.000,2021-02-21 04:59:59.999,0.00488320,0.00487390
2021-02-21 05:00:00.000,2021-02-21 05:04:59.999,0.00487430,0.00484580
2021-02-21 05:05:00.000,2021-02-21 05:09:59.999,0.00484610,0.00491200
2021-02-21 05:10:00.000,2021-02-21 05:14:59.999,0.00491290,0.00487860
2021-02-21 05:15:00.000,2021-02-21 05:19:59.999,0.00487780,0.00486610
2021-02-21 05:20:00.000,2021-02-21 05:24:59.999,0.00486520,0.00487270
2021-02-21 05:25:00.000,2021-02-21 05:29:59.999,0.00486820,0.00487100
2021-02-21 05:30:00.000,2021-02-21 05:34:59.999,0.00487080,0.00485580
2021-02-21 05:35:00.000,2021-02-21 05:39:59.999,0.00485630,0.00481250
2021-02-21 05:40:00.000,2021-02-21 05:44:59.999,0.00481520,0.00484550
2021-02-21 05:45:00.000,2021-02-21 05:49:59.999,0.00484700,0.00482600
2021-02-21 05:50:00.000,2021-02-21 05:54:59.999,0.00482380,0.00476720
2021-02-21 05:55:00.000,2021-02-21 05:59:59.999,0.00477350,0.00475180
2021-02-21 06:00:00.000,2021-02-21 06:04:59.999,0.00475300,0.00468680
2021-02-21 06:05:00.000,2021-02-21 06:09:59.999,0.00468680,0.00465680
2021-02-21 06:10:00.000,2021-02-21 06:14:59.999,0.00466150,0.00465890
2021-02-21 06:15:00.000,2021-02-21 06:19:59.999,0.00466050,0.00463710
2021-02-21 06:20:00.000,2021-02-21 06:24:59.999,0.00464070,0.00459130
2021-02-21 06:25:00.000,2021-02-21 06:29:59.999,0.00458980,0.00459710
2021-02-21 06:30:00.000,2021-02-21 06:34:59.999,0.00459740,0.00463910
2021-02-21 06:35:00.000,2021-02-21 06:39:59.999,0.00463820,0.00467620
2021-02-21 06:40:00.000,2021-02-21 06:44:59.999,0.00467530,0.00466130
2021-02-21 06:45:00.000,2021-02-21 06:49:59.999,0.00466130,0.00461210
2021-02-21 06:50:00.000,2021-02-21 06:54:59.999,0.00461360,0.00465910
2021-02-21 06:55:00.000,2021-02-21 06:59:59.999,0.00465910,0.00468560
2021-02-21 07:00:00.000,2021-02-21 07:04:59.999,0.00468260,0.00467630
2021-02-21 07:05:00.000,2021-02-21 07:09:59.999,0.00467900,0.00466120
2021-02-21 07:10:00.000,2021-02-21 07:14:59.999,0.00466070,0.00469250
2021-02-21 07:15:00.000,2021-02-21 07:19:59.999,0.00469260,0.00465570
2021-02-21 07:20:00.000,2021-02-21 07:24:59.999,0.00465570,0.00464600
2021-02-21 07:25:00.000,2021-02-21 07:29:59.999,0.00464830,0.00463240
2021-02-21 07:30:00.000,2021-02-21 07:34:59.999,0.00463330,0.00460570
2021-02-21 07:35:00.000,2021-02-21 07:39:59.999,0.00460590,0.00461030
2021-02-21 07:40:00.000,2021-02-21 07:44:59.999,0.00461040,0.00463850
2021-02-21 07:45:00.000,2021-02-21 07:49:59.999,0.00463700,0.00466720
2021-02-21 07:50:00.000,2021-02-21 07:54:59.999,0.00466340,0.00462510
2021-02-21 07:55:00.000,2021-02-21 07:59:59.999,0.00462650,0.00465320
2021-02-21 08:00:00.000,2021-02-21 08:04:59.999,0.00465360,0.00467790
2021-02-21 08:05:00.000,2021-02-21 08:09:59.999,0.00467840,0.00469080
2021-02-21 08:10:00.000,2021-02-21 08:14:59.999,0.00469030,0.00468740
2021-02-21 08:15:00.000,2021-02-21 08:19:59.999,0.00468680,0.00466630
2021-02-21 08:20:00.000,2021-02-21 08:24:59.999,0.00466860,0.00465120
2021-02-21 08:25:00.000,2021-02-21 08:29:59.999,0.00465070,0.00466120
2021-02-21 08:30:00.000,2021-02-21 08:34:59.999,0.00466040,0.00463830
2021-02-21 08:35:00.000,2021-02-21 08:39:59.999,0.00463800,0.00463060
2021-02-21 08:40:00.000,2021-02-21 08:44:59.999,0.00463310,0.00461370
2021-02-21 08:45:00.000,2021-02-21 08:49:59.999,0.00461100,0.00460180
2021-02-21 08:50:00.000,2021-02-21 08:54:59.999,0.00460010,0.00460780
2021-02-21 08:55:00.000,2021-02-21 08:59:59.999,0.00461060,0.00463700
2021-02-21 09:00:00.000,2021-02-21 09:04:59.999,0.00463750,0.00463130
2021-02-21 09:05:00.000,2021-02-21 09:09:59.999,0.00463310,0.00462840
2021-02-21 09:10:00.000,2021-02-21 09:14:59.999,0.00462840,0.00462190
2021-02-21 09:15:00.000,2021-02-21 09:19:59.999,0.00462130,0.00461360
2021-02-21 09:20:00.000,2021-02-21 09:24:59.999,0.00461420,0.00459980
2021-02-21 09:25:00.000,2021-02-21 09:29:59.999,0.00459980,0.00452390
2021-02-21 09:30:00.000,2021-02-21 09:34:59.999,0.00452370,0.00456440
2021-02-21 09:35:00.000,2021-02-21 09:39:59.999,0.00456470,0.00456400
2021-02-21 09:40:00.000,2021-02-21 09:44:59.999,0.00456510,0.00458570
2021-02-21 09:45:00.000,2021-02-21 09:49:59.999,0.00458420,0.00457530
2021-02-21 09:50:00.000,2021-02-21 09:54:59.999,0.00457530,0.00456040
2021-02-21 09:55:00.000,2021-02-21 09:59:59.999,0.00456100,0.00457910
2021-02-21 10:00:00.000,2021-02-21 10:04:59.999,0.00457940,0.00465200
2021-02-21 10:05:00.000,2021-02-21 10:09:59.999,0.00465430,0.00468100
2021-02-21 10:10:00.000,2021-02-21 10:14:59.999,0.00468310,0.00472020
2021-02-21 10:15:00.000,2021-02-21 10:19:59.999,0.00472030,0.00470890
2021-02-21 10:20:00.000,2021-02-21 10:24:59.999,0.00471040,0.00467530
2021-02-21 10:25:00.000,2021-02-21 10:29:59.999,0.00467590,0.00467890
2021-02-21 10:30:00.000,2021-02-21 10:34:59.999,0.00468060,0.00467400
2021-02-21 10:35:00.000,2021-02-21 10:39:59.999,0.00467400,0.00471910
2021-02-21 10:40:00.000,2021-02-21 10:44:59.999,0.00471730,0.00473800
2021-02-21 10:45:00.000,2021-02-21 10:49:59.999,0.00473720,0.00483020
2021-02-21 10:50:00.000,2021-02-21 10:54:59.999,0.00483040,0.00481820
2021-02-21 10:55:00.000,2021-02-21 10:59:59.999,0.00481790,0.00486150
2021-02-21 11:00:00.000,2021-02-21 11:04:59.999,0.00486220,0.00496510
2021-02-21 11:05:00.000,2021-02-21 11:09:59.999,0.00496700,0.00496000
2021-02-21 11:10:00.000,2021-02-21 11:14:59.999,0.00495810,0.00495330
2021-02-21 11:15:00.000,2021-02-21 11:19:59.999,0.00495520,0.00508570
2021-02-21 11:20:00.000,2021-02-21 11:24:59.999,0.00508510,0.00510210
2021-02-21 11:25:00.000,2021-02-21 11:29:59.999,0.00509850,0.00510480
2021-02-21 11:30:00.000,2021-02-21 11:34:59.999,0.00510400,0.00501530
2021-02-21 11:35:00.000,2021-02-21 11:39:59.999,0.00501480,0.00501690
2021-02-21 11:40:00.000,2021-02-21 11:44:59.999,0.00501640,0.00502450
2021-02-21 11:45:00.000,2021-02-21 11:49:59.999,0.00502600,0.00506020
2021-02-21 11:50:00.000,2021-02-21 11:54:59.999,0.00506010,0.00517000
2021-02-21 11:55:00.000,2021-02-21 11:59:59.999,0.00517480,0.00509400
2021-02-21 12:00:00.000,2021-02-21 12:04:59.999,0.00509390,0.00516680
2021-02-21 12:05:00.000,2021-02-21 12:09:59.999,0.00516670,0.00515080
2021-02-21 12:10:00.000,2021-02-21 12:14:59.999,0.00515520,0.00508330
2021-02-21 12:15:00.000,2021-02-21 12:19:59.999,0.00508350,0.00500980
2021-02-21 12:20:00.000,2021-02-21 12:24:59.999,0.00500960,0.00493690
2021-02-21 12:25:00.000,2021-02-21 12:29:59.999,0.00493680,0.00495800
2021-02-21 12:30:00.000,2021-02-21 12:34:59.999,0.00495450,0.00497780
2021-02-21 12:35:00.000,2021-02-21 12:39:59.999,0.00497400,0.00498730
2021-02-21 12:40:00.000,2021-02-21 12:44:59.999,0.00498730,0.00497300
2021-02-21 12:45:00.000,2021-02-21 12:49:59.999,0.00497380,0.00489060
2021-02-21 12:50:00.000,2021-02-21 12:54:59.999,0.00489130,0.00489210
2021-02-21 12:55:00.000,2021-02-21 12:59:59.999,0.00489720,0.00486830
2021-02-21 13:00:00.000,2021-02-21 13:04:59.999,0.00487190,0.00491840
2021-02-21 13:05:00.000,2021-02-21 13:09:59.999,0.00491870,0.00490700
2021-02-21 13:10:00.000,2021-02-21 13:14:59.999,0.00490660,0.00491840
2021-02-21 13:15:00.000,2021-02-21 13:19:59.999,0.00491830,0.00494780
2021-02-21 13:20:00.000,2021-02-21 13:24:59.999,0.00494980,0.00492580
2021-02-21 13:25:00.000,2021-02-21 13:29:59.999,0.00492580,0.00494010
2021-02-21 13:30:00.000,2021-02-21 13:34:59.999,0.00493670,0.00494830
2021-02-21 13:35:00.000,2021-02-21 13:39:59.999,0.00494960,0.00495580
2021-02-21 13:40:00.000,2021-02-21 13:44:59.999,0.00495320,0.00497650
2021-02-21 13:45:00.000,2021-02-21 13:49:59.999,0.00497660,0.00495260
2021-02-21 13:50:00.000,2021-02-21 13:54:59.999,0.00495260,0.00495840
2021-02-21 13:55:00.000,2021-02-21 13:59:59.999,0.00495750,0.00496910
2021-02-21 14:00:00.000,2021-02-21 14:04:59.999,0.00496700,0.00495910
2021-02-21 14:05:00.000,2021-02-21 14:09:59.999,0.00495940,0.00502870
2021-02-21 14:10:00.000,2021-02-21 14:14:59.999,0.00502930,0.00504380
2021-02-21 14:15:00.000,2021-02-21 14:19:59.999,0.00504370,0.00501940
2021-02-21 14:20:00.000,2021-02-21 14:24:59.999,0.00501940,0.00504330
2021-02-21 14:25:00.000,2021-02-21 14:29:59.999,0.00504460,0.00510280
2021-02-21 14:30:00.000,2021-02-21 14:34:59.999,0.00510000,0.00509140
2021-02-21 14:35:00.000,2021-02-21 14:39:59.999,0.00509150,0.00509000
2021-02-21 14:40:00.000,2021-02-21 14:44:59.999,0.00509020,0.00505930
2021-02-21 14:45:00.000,2021-02-21 14:49:59.999,0.00505940,0.00501770
2021-02-21 14:50:00.000,2021-02-21 14:54:59.999,0.00501860,0.00500910
2021-02-21 14:55:00.000,2021-02-21 14:59:59.999,0.00500380,0.00505430
2021-02-21 15:00:00.000,2021-02-21 15:04:59.999,0.00505430,0.00508580
2021-02-21 15:05:00.000,2021-02-21 15:09:59.999,0.00508320,0.00504980
2021-02-21 15:10:00.000,2021-02-21 15:14:59.999,0.00505000,0.00506410
2021-02-21 15:15:00.000,2021-02-21 15:19:59.999,0.00506460,0.00506990
2021-02-21 15:20:00.000,2021-02-21 15:24:59.999,0.00507210,0.00504200
2021-02-21 15:25:00.000,2021-02-21 15:29:59.999,0.00504280,0.00503820
2021-02-21 15:30:00.000,2021-02-21 15:34:59.999,0.00503660,0.00505600
2021-02-21 15:35:00.000,2021-02-21 15:39:59.999,0.00505560,0.00508490
2021-02-21 15:40:00.000,2021-02-21 15:44:59.999,0.00508500,0.00511510
2021-02-21 15:45:00.000,2021-02-21 15:49:59.999,0.00511010,0.00515820
2021-02-21 15:50:00.000,2021-02-21 15:54:59.999,0.00515820,0.00514750
2021-02-21 15:55:00.000,2021-02-21 15:59:59.999,0.00514770,0.00512890
2021-02-21 16:00:00.000,2021-02-21 16:04:59.999,0.00512890,0.00520270
2021-02-21 16:05:00.000,2021-02-21 16:09:59.999,0.00520240,0.00519290
2021-02-21 16:10:00.000,2021-02-21 16:14:59.999,0.00519070,0.00523400
2021-02-21 16:15:00.000,2021-02-21 16:19:59.999,0.00523170,0.00522420
2021-02-21 16:20:00.000,2021-02-21 16:24:59.999,0.00522510,0.00530040
2021-02-21 16:25:00.000,2021-02-21 16:29:59.999,0.00530450,0.00541370
2021-02-21 16:30:00.000,2021-02-21 16:34:59.999,0.00541090,0.00527650
2021-02-21 16:35:00.000,2021-02-21 16:39:59.999,0.00527780,0.00532670
2021-02-21 16:40:00.000,2021-02-21 16:44:59.999,0.00533280,0.00529280
2021-02-21 16:45:00.000,2021-02-21 16:49:59.999,0.00529160,0.00521980
2021-02-21 16:50:00.000,2021-02-21 16:54:59.999,0.00521990,0.00525880
2021-02-21 16:55:00.000,2021-02-21 16:59:59.999,0.00525860,0.00528250
2021-02-21 17:00:00.000,2021-02-21 17:04:59.999,0.00528240,0.00527990
2021-02-21 17:05:00.000,2021-02-21 17:09:59.999,0.00527930,0.00528020
2021-02-21 17:10:00.000,2021-02-21 17:14:59.999,0.00528130,0.00525760
2021-02-21 17:15:00.000,2021-02-21 17:19:59.999,0.00525790,0.00525340
2021-02-21 17:20:00.000,2021-02-21 17:24:59.999,0.00525310,0.00523710
2021-02-21 17:25:00.000,2021-02-21 17:29:59.999,0.00523620,0.00521240
2021-02-21 17:30:00.000,2021-02-21 17:34:59.999,0.00521190,0.00521530
2021-02-21 17:35:00.000,2021-02-21 17:39:59.999,0.00521980,0.00526290
2021-02-21 17:40:00.000,2021-02-21 17:44:59.999,0.00526290,0.00526400
2021-02-21 17:45:00.000,2021-02-21 17:49:59.999,0.00526390,0.00525020
2021-02-21 17:50:00.000,2021-02-21 17:54:59.999,0.00525040,0.00523100
2021-02-21 17:55:00.000,2021-02-21 17:59:59.999,0.00523120,0.00526450
2021-02-21 18:00:00.000,2021-02-21 18:04:59.999,0.00526400,0.00526570
2021-02-21 18:05:00.000,2021-02-21 18:09:59.999,0.00526490,0.00524010
2021-02-21 18:10:00.000,2021-02-21 18:14:59.999,0.00523910,0.00523150
2021-02-21 18:15:00.000,2021-02-21 18:19:59.999,0.00523180,0.00518360
2021-02-21 18:20:00.000,2021-02-21 18:24:59.999,0.00517850,0.00519790
2021-02-21 18:25:00.000,2021-02-21 18:29:59.999,0.00519600,0.00519870
2021-02-21 18:30:00.000,2021-02-21 18:34:59.999,0.00519760,0.00516090
2021-02-21 18:35:00.000,2021-02-21 18:39:59.999,0.00516290,0.00508690
2021-02-21 18:40:00.000,2021-02-21 18:44:59.999,0.00508700,0.00509540
2021-02-21 18:45:00.000,2021-02-21 18:49:59.999,0.00509540,0.00510290
2021-02-21 18:50:00.000,2021-02-21 18:54:59.999,0.00510780,0.00505280
2021-02-21 18:55:00.000,2021-02-21 18:59:59.999,0.00505950,0.00497260
2021-02-21 19:00:00.000,2021-02-21 19:04:59.999,0.00497230,0.00504450
2021-02-21 19:05:00.000,2021-02-21 19:09:59.999,0.00504450,0.00510000
2021-02-21 19:10:00.000,2021-02-21 19:14:59.999,0.00510010,0.00507560
2021-02-21 19:15:00.000,2021-02-21 19:19:59.999,0.00507540,0.00511440
2021-02-21 19:20:00.000,2021-02-21 19:24:59.999,0.00511470,0.00512070
2021-02-21 19:25:00.000,2021-02-21 19:29:59.999,0.00512240,0.00510750
2021-02-21 19:30:00.000,2021-02-21 19:34:59.999,0.00510790,0.00512770
2021-02-21 19:35:00.000,2021-02-21 19:39:59.999,0.00512770,0.00512340
2021-02-21 19:40:00.000,2021-02-21 19:44:59.999,0.00512220,0.00515190
2021-02-21 19:45:00.000,2021-02-21 19:49:59.999,0.00515120,0.00518350
2021-02-21 19:50:00.000,2021-02-21 19:54:59.999,0.00518350,0.00517190
2021-02-21 19:55:00.000,2021-02-21 19:59:59.999,0.00517230,0.00516860
2021-02-21 20:00:00.000,2021-02-21 20:04:59.999,0.00516680,0.00513150
2021-02-21 20:05:00.000,2021-02-21 20:09:59.999,0.00513100,0.00513590
2021-02-21 20:10:00.000,2021-02-21 20:14:59.999,0.00513590,0.00512610
2021-02-21 20:15:00.000,2021-02-21 20:19:59.999,0.00512560,0.00513400
2021-02-21 20:20:00.000,2021-02-21 20:24:59.999,0.00513400,0.00511030
2021-02-21 20:25:00.000,2021-02-21 20:29:59.999,0.00511040,0.00508610
2021-02-21 20:30:00.000,2021-02-21 20:34:59.999,0.00508800,0.00507480
2021-02-21 20:35:00.000,2021-02-21 20:39:59.999,0.00507540,0.00509800
2021-02-21 20:40:00.000,2021-02-21 20:44:59.999,0.00509840,0.00510350
2021-02-21 20:45:00.000,2021-02-21 20:49:59.999,0.00510370,0.00511260
2021-02-21 20:50:00.000,2021-02-21 20:54:59.999,0.00511410,0.00510150
2021-02-21 20:55:00.000,2021-02-21 20:59:59.999,0.00509940,0.00510090
2021-02-21 21:00:00.000,2021-02-21 21:04:59.999,0.00510280,0.00508040
2021-02-21 21:05:00.000,2021-02-21 21:09:59.999,0.00508090,0.00508330
2021-02-21 21:10:00.000,2021-02-21 21:14:59.999,0.00508410,0.00515630
2021-02-21 21:15:00.000,2021-02-21 21:19:59.999,0.00515780,0.00517410
2021-02-21 21:20:00.000,2021-02-21 21:24:59.999,0.00517150,0.00513570
2021-02-21 21:25:00.000,2021-02-21 21:29:59.999,0.00513600,0.00513200
2021-02-21 21:30:00.000,2021-02-21 21:34:59.999,0.00513330,0.00512600
2021-02-21 21:35:00.000,2021-02-21 21:39:59.999,0.00512490,0.00514290
2021-02-21 21:40:00.000,2021-02-21 21:44:59.999,0.00514250,0.00512330
2021-02-21 21:45:00.000,2021-02-21 21:49:59.999,0.00512510,0.00513360
2021-02-21 21:50:00.000,2021-02-21 21:54:59.999,0.00513320,0.00514170
